pub,usr,likes,com,fec,hor,sent,tag
20200829,Cinthya Elizabeth,0,"abigail zuri martinez vz exacto eso le dije a la persona que me atendió en el banco, pero dijo que era por llamada, y entonces cómo le darás seguimiento ?",2020-09-03,18:36:00,o,replica
20200829,Abigail Zuri Martinez Vz,1,"cinthya elizabeth es horrible que te hagan esas cosas, dice mi esposo que si mandas un twitter que luego es un poco más rápido, al menos te responden, igual habrías de intentar porque por aquí ya valió",2020-09-03,18:38:00,n,carrousel
20200829,Cinthya Elizabeth,0,abigail zuri martinez vz muchas gracias,2020-09-03,18:40:00,o,replica
20200829,Abigail Zuri Martinez Vz,0,cinthya elizabeth,2020-09-03,18:41:00,o,replica
20200829,Amado Martinez,0,"muy mal citibanamex, ofrecieron un apoyo que parecía muy bueno cuando inició la pandemia. en donde podíamos pedir una prórroga para los pagos de nuestros créditos y en la invitación decia: al término del programa no pagarás más de lo que pagas actualmente. y en ninguna parte decía que te cobrarían todas las mensualidades juntas. terminó mi aplazamiento y el siguiente pago era el 17 de septiembre. al día de hoy banamex tomó todo lo que tengo en mi cuenta y me está exigiendo además un pago de casi 15 mil pesos en una sola exhibición. cual fue la ayuda?",2020-09-04,18:25:00,n,fraccionamiento
20200829,Selene Saraí Martínez Gasca,0,"son de lo peor. necesito activar mi netkey porque cambie mi celular (solo el equipo no el número) y en contra de evitarnos salir de casa en tiempos de contingencia te piden hacerlo en la sucursal. voy a la sucursal y no hay servicio al cliente sin cita, por lo que me obligan a salir dos veces de casa; una para ir por mi ficha de cita para el día seguiente y después para la cita a la hora que me toque. deberían ser más digitales y hacer estos trámites tan sencillos en linea. yo trabajo y no tengo tiempo para que solo pueda hacer mis trámites en el momento que ustedes deciden. son lo peor en serio",2020-09-03,14:40:00,n,no_sucursales
20200829,Norma Granados,0,"tengo una tarjeta a la cual nunca pudieron asociarse el nip, a pesar de ello cobran, el dia de ayer hice transferencia y dicen 1que aún no de refleja acabo de ir al cajero y el cajero no puede recibir pagos. ¿entonces? cuando harán algo bien. escribo inbox y me ignoran... ¿entonces cuando darán un buen servicio, digno para cobrar?",2020-08-31,16:18:00,n,cobro_indebido
20200829,Kiicke Nc,0,"buenas tardes, para recoger una reposición de una tarjeta de nómina, es en ventanilla o en servicio al cliente?",2020-08-31,15:01:00,o,consulta
20200829,Sareth Ochoa,0,citibanamex están entregando tarjetas con la constancia digital?,2020-09-01,10:55:00,o,consulta
20200829,Ico2,0,alguien me podría ayudar con la línea telefónica de banamex,2020-09-03,19:07:00,o,consulta
20200829,Rigo Koyoc Pat,0,y si necesito enviar al extranjero?,2020-09-03,20:47:00,o,consulta
20200829,Ricardo Gtz Sosa,0,"pésimo servicio y pésima respuesta al buscar ayuda, me inscribí en el hotel sale del pasado 22 de mayo, me devolvieron la bonificacion de unas compras pero no de dos, hago la reclamación con los siguientes folios 25554052 1 y 25554570 1, la respuesta que obtengo es que no procede porque no estaba inscrito en el hotsale aún y cuando me devolvieron bonificaciones de otras compras, me piden que les mande el email con el alta del hot sale y las compras lo adjuntaron a los folios y siguen diciendo que no estaba inscrito, pésimo. mi alta del hotsale es hsp01202064045. me tienen hablando cada semana y dan las mismas respuestas. no cumplen con las promociones",2020-08-31,15:28:00,n,rec_reiterado
20200831,Karina RL,0,¿cómo puedo registrarme en bancanet si ya no tengo el mismo número telefónico?,2020-09-02,17:15:00,o,consulta
20200831,Roberto Valencia,0,"citibanamex su audiomatico sigue sin funcionamiento debido a la contingencia ,,, por dios... llevan sin funcionar via telefonica desde marzo 2020... ya estamos en septiembre... ¿como puedo solicitar una tarjeta de credito adicional sin tener que ir a sucursal?. , ¿como pido la reposicion de mi netkey que ya no se observa un numero?... que pesimo pretexto, casi todo el pais ya esta operando y ustedes siguen sin reactivar?",2020-09-04,15:27:00,n,entrega_tc
20200831,David Hrdz,0,karina rl llama al 800 888 9877 se supone que es un número de actualización de datos de banamex solo ingresa tu número de cliente,2020-09-04,17:21:00,o,replica
20200831,Dan Newsted,0,como asigno el nip de mi tarjeta puntos premia?,2020-08-31,21:14:00,o,consulta
20200831,Dan Newsted,0,citibanamex ¿cómo puedo asignar el nip si no tengo netkey?,2020-09-05,12:27:00,o,consulta
20200831,Dan Newsted,0,citibanamex lo puedo crear por audiomático con mi clave telefónica?,2020-09-05,14:33:00,o,consulta
20200831,Emiliano Gomez,0,cuántos es el máximo,2020-09-01,08:29:00,o,replica
20200831,Mariana Monserat Pech Canul,0,"hola, donde puedo ver mi deuda de msi? ya que no hay línea para ello y tampoco lo veo en mi estado de cuenta",2020-08-31,19:49:00,o,consulta
20200831,Ivon Diaz,0,gracias por nunca contestar,2020-09-01,20:25:00,n,mala_atencion
20200831,Fernando Martinez,0,pongan esa opción para las de débito,2020-08-31,18:30:00,o,replica
20200831,Josue Puente,0,no me llegan los estados de cuenta a mi correo,2020-08-31,19:25:00,o,consulta
20200831,Emiliano Gomez,0,de dólares que puedo cambiar,2020-09-01,08:29:00,o,consulta
20200831,Emiliano Gomez,0,con ustedes,2020-09-01,08:29:00,o,replica
20200831,Maye Fdez,0,necesito reportar un cargo no reconocido llevo días llamándoles,2020-09-04,16:16:00,o,consulta
20200831,Luz Ma Sedeño Vara,0,hola,2020-09-01,14:18:00,o,replica
20200831,Julio Paz,0,yohualli alvarez,2020-08-31,20:41:00,o,replica
20200831,Angelica Mezeta,0,pesimo servicio nunca contestan,2020-09-04,11:27:00,n,mala_atencion
20200831,Barbara Huxley,0,"cancelaré mi tarjeta de crédito. no he podido hacerlo porque no han hecho la devolución de una compra que hice en promoción hot sale. sus asistentes telefónicos me dicen que lo resuelva en una sucursal. acudí al banco y me dicen que es responsabilidad de la tienda. por otro lado, también necesito desparcializar compras pero ni por teléfono, ni en sucursal están dando ese servicio. tengo más de $7,000 a favor pero necesito saber el balance total para liquidar lo que falte y poder cancelar la tarjeta. exijo me resuelvan esta situación. gracias",2020-09-04,11:50:00,n,carrousel
20200831,Barbara Huxley,0,ya lo validé con el establecimiento y me dicen que es responsabilidad del banco. ustedes publicaron lo siguiente en su página,2020-09-04,12:03:00,o,replica
20200831,Barbara Huxley,0,"en caso de que hayan pasado los 60 días posteriores a la fecha de mi compra y no haya recibido la bonificación, ¿qué debo hacer?deberás llamar al cat para levantar la aclaración. desde la ciudad de méxico: 55 1226 2639 o del interior de la república mexicana: 800 021 2345 horario de atención: lunes a viernes de 07:00 a 23:00 h, sábado y domingo de 09:00 a 21:00 h. https://www.banamex.com/hotsale/index. html no está resultando este procedimiento",2020-09-04,12:07:00,n,mala_atencion
20200831,Barbara Huxley,1,he llamado a varios teléfonos y me dicen que ahora no están ofreciendo este servicio. qué hago? solo deseo cancelar esta tarjeta,2020-09-04,12:08:00,n,cancelacion
20200831,Barbara Huxley,0,"ya hice todo lo que me está recomendando pero su personal desconoce que puede desparcializar, así como que es responsabilidad de ustedes hacer la devolución mencionada. en este caso, podría programar un llamada con algún ejecutivo que tenga la información que usted me está dando?agradeceré su intención de resolver esto. o qué otra opción me da?",2020-09-04,13:50:00,o,replica
20200831,David Rodriguez Miranda,0,"tengo una tarjeta de credito muy deteriorada, puedo hacer la reposición uy conservar el mismo número de tarjeta",2020-09-04,18:15:00,o,consulta
20200831,Diego Loera,0,"david rodriguez si puedes, debes de llamar al número que viene al reverso de tu tarjeta y solicitar una reposición por deterioro",2020-09-04,19:33:00,o,replica
20200831,Octavio Tapia,0,por qué banamex está bloqueando las tarjetas por desgracia no cuento con mi plástico del ine y no puedo realizar ninguna operación y por lo que se no soy el único nada más están jineteando nuestro dinero que no ven que estamos enmedio de una bendita pandemia ahora resulta que podemos disponer de nuestro dinero cuando a ustedes se les inche la gana,2020-09-04,12:42:00,n,bloqueo_cuenta
20200831,Octavio Tapia,0,citibanamex por teléfono,2020-09-04,12:56:00,o,replica
20200831,Octavio Tapia,0,citibanamex además de que no puedo realizar compras en línea ni disposición de efectivo ni compras en autoservicio,2020-09-04,12:57:00,n,bloqueo_cuenta
20200831,Octavio Tapia,0,citibanamex que asista al banco más cercano,2020-09-04,13:27:00,o,replica
20200831,Octavio Tapia,0,ya fui pero no tengo ife ni otra identificación oficial y la constancia digital no me la hacen válida,2020-09-04,13:28:00,o,replica
20200831,Octavio Tapia,0,citibanamex,2020-09-04,13:30:00,o,replica
20200831,Octavio Tapia,0,y se supone que la asociación de bancos de méxico acepto que recibieran dicha constancia,2020-09-04,13:30:00,n,critica
20200831,Itzel Hernández,1,"pesimo su sistema, me bloquearon mi banacanet, llevo casi un mes sin poder entrar, ya me presente en sucursal con los documentos solicitando el desploqueo que ustedes me indicaron, espere 5 dias mas para que me vuelvan a decir que tengo que ir a sucursal de nuevo con un comprobante de domicilio y me entere porque llame para preguntar, tienen un pesimo seguimiento de sus reportes y sus procesos peores, no saben cuanto tiempo tardan en cada paso del proceso ni dan información exacta, cada llamada me indican algo diferente. definitivamente cambiaré de banco, pesimo servicio. ",2020-09-04,13:56:00,n,bloqueo_cuenta
20200831,Iván Aguilar,0,"¿por qué van a quitar citibanamex pay? ¿qué es esto, el 2010?",2020-09-04,09:09:00,n,critica
20200831,Jorge Peña,1,banamex porque si hay un retiro de la anualidad de mi tarjeta dorada el 4 de agosto no se me envía una notificación a mi cel como con cualquier compra? acaba de hacer corte y mágicamente aparece ese monto cuando he monitoreado la cuenta todo el mes!!! es un gasto que no estaba contemplado y que por supuesto no voy a pagar,2020-09-04,11:27:00,n,cobro_indebido
20200831,Diego Loera,0,"jorge paga, eso viene en tu contrato",2020-09-04,19:32:00,o,replica
20200831,Carmen Castro Espinosa,0,city banamex como me comunico con uds. no me han descontado el 10%de la promoción del 22 de mayo al 1 de junio. hablo y al final me cuelgan...como?... ,2020-09-04,13:53:00,n,atencion_call
20200831,Amado Martinez,0,"muy mal citibanamex, ofrecieron un apoyo que parecía muy bueno cuando inició la pandemia. en donde podíamos pedir una prórroga para los pagos de nuestros créditos y en la invitación decia: al término del programa no pagarás más de lo que pagas actualmente. y en ninguna parte decía que te cobrarían todas las mensualidades juntas. terminó mi aplazamiento y el siguiente pago era el 17 de septiembre. al día de hoy banamex tomó todo lo que tengo en mi cuenta y me está exigiendo además un pago de casi 15 mil pesos en una sola exhibición. cual fue la ayuda?",2020-09-04,18:25:00,n,fraccionamiento
20200831,Diego Loera,1,"amado debes de comunicarte al centro de atención en opción 1,3( ingresa tus claves) y te contestarán para que te puedan apoyar",2020-09-04,19:33:00,o,replica
20200831,Amado Martinez,1,"diego loera gracias, ya lo hice y de ahí me mandaron a la sucursal y la única respuesta fue: fue nuestro error no especificar que les descontariamos todas las mensualidades juntas pero el banco pone las reglas",2020-09-04,20:05:00,o,replica
20200831,Gabbriela Bennítez Ríos,0,amado martinez en serio? cuando te toca tu pago entonces?,2020-09-05,00:52:00,o,replica
20200831,Amado Martinez,1,gabbriela bennítez ríos pues me tocaba hacerlo el 17 de septiembre pero ya me quitaron el dinero de mi tarjeta desde ayer. y para el 17 me están pidiendo otros 14 mil,2020-09-05,08:47:00,o,replica
20200831,Alex Velbarc,1,"amado martinez ve ante la condusef no se vale que hagan ese tipo de abusos y lo peor es que no hagan hincapié al usuario del tipo de cobro que se hará por el supuesto apoyo y suerte con con el pésimo servicio al cliente que tiene banamex, es una pesadilla. ",2020-09-05,14:15:00,n,mala_atencion
20200831,Amado Martinez,0,"alex velbarc gracias. ya levanté mi queja y hay ya 4,567 quejas por este motivo. si todos levantamos nuestra queja , seguro nos darán una respuesta favorable. ",2020-09-05,14:17:00,n,mala_atencion
20200831,Elena Sanchez,0,como desbloqueo mi tarjeta,2020-09-05,14:28:00,o,consulta
20200831,Claudia Paulín,0,a mi díganme dónde recoger el repuesto de mi tarjeta de crédito vencida que saqué en costco... llamo para preguntar y al final del menú se cortala llamada,2020-09-03,19:41:00,o,consulta
20200831,Christian Ramirez,0,buenas tardes soy cliente y me gustaria obtener una t/c,2020-09-01,18:51:00,o,consulta
20200831,Victor Garcia,0,asistencia para transfer,2020-08-31,19:36:00,o,consulta
20200831,Philelemon Kabore,0,"hola soy una financiera que otorga préstamos con una tasa de interés muy interesante para todas las personas que realmente necesitan dinero para sus necesidades. otorgo mi préstamo a corto y largo plazo de segun la capacidad de los clientes. ¿quieres un préstamo? si está interesado, comuníquese con este número de whatsapp para charlar con el gerente del banco",2020-09-05,09:09:00,o,replica
20200909,Jesus Vazquez,0,soliciten su numero de audiomatico en sucursal,2020-09-11,03:15:00,o,replica
20200909,Karo Ramos Monk,0,no puedo cancelar la tarjeta costco que nunca pude usar,2020-09-10,19:37:00,n,cancelacion
20200909,Karo Ramos Monk,0,citibanamex nunca pude darla de alta y no puedo cancelarla ya no la quiero!!!! no pienso pagar anualidad por algo que nunca use,2020-09-10,19:41:00,n,cancelacion
20200909,Karo Ramos Monk,0,citibanamex no la quiero quiero cancelarla y me cuelgan el teléfono,2020-09-10,20:24:00,n,cancelacion
20200909,Francisca González,0,después de los cuatro meses que me dieron de un préstamo personal me lo van a cobrar de nuevo con tarjeta de debito,2020-09-10,18:38:00,o,consulta
20200909,Francisca González,0,los cuatro meses de aplazamiento que me dieron las mensualidades me las van a seguir descontando automáticamente de mi tarjeta de débito?,2020-09-10,18:50:00,o,consulta
20200909,Guadalupe Zanatta,0,"me dieron el apoyo de lo de la contingencia y me llegó pagarles 11,500 los cuales ya pague y mi pago era de 4,500 otra vez para octubre me aparece que les tengo que pagar otra vez 11,500 que así será cada mes",2020-09-10,17:48:00,o,consulta
20200909,Guadalupe Zanatta,0,citibanamex mañana marcare y ojalá me resuelvan,2020-09-10,18:41:00,o,replica
20200909,Gabb Medrano,0,sigo sin tener respuesta no contestan y no me han bonificado la promoción del hot sale !,2020-09-10,11:40:00,n,rec_reiterado
20200909,Gabb Medrano,0,citibanamex no me he podido contactar con ustedes no contestan estoy desesperada !!,2020-09-10,18:39:00,n,rec_reiterado
20200909,Juan Antonio Elizondo Gonzalez,0,hola,2020-09-10,18:36:00,p,saludo
20200909,Luz María Bojórquez,0,"necesito pedirles de favor que no me inviten constantemente a diferir el saldo de mi tarjeta citybanamex, no lo necesito y me estoy hartando que insistan.por favor se lo pido a las sutoridades del banco, porque tanto interés.",2020-09-10,17:40:00,n,no_desea
20200909,Luz María Bojórquez,0,"no quiero diferir el saldo de mi tarjeta de crédito, por favor no insistan, si me llega otra invitación, pago y cancelo mi tarjeta.",2020-09-10,17:48:00,n,no_desea
20200909,Maggie Ruiz,0,muchas gracias!,2020-09-10,17:47:00,p,agradecimiento
20200909,Remedios Molinero,0,por que no se puede hacer un traspaso del monto que tengo en puntos premia a otra cuenta ? actualmente solo puedes retirar con la tarjeta,2020-09-10,17:39:00,o,consulta
20200909,Adriana Patricia Cabrera Rios,0,el limite de crédito se toma en cuenta para calcular la tasa de interes,2020-09-10,17:23:00,o,consulta
20200909,Cecilia Gutierrez,0,"si, estaría genial que se pudiera volver a tener el paquete para no pagar anualidad de las tarjetas de crédito",2020-09-10,15:49:00,o,consulta
20200909,Md Haris,0,"la vida fue fácil cuando comencé a invertir en bitcoin gracias a quienes la recomendaron testimonialy sobre cómo les pagaban desde su plataforma chatea con ella en whatsapp @ +1 (647) 4980509 invierta $ 300 para ganar $ 1,856.34",2020-09-10,15:45:00,o,replica
20200909,Fernando Grande FG,0,"terrible institución de banca múltiple, el dinero me fue retenido en uno de sus cajeros, realice la aclaración con el ticket que arrojó el cajero y me indican que no me lo pueden devolver porque no reconocen la operación",2020-09-10,08:11:00,n,falla_atm
20200909,Fernando Grande FG,0,"van 3 veces que regeneró el dictamen y a pesar de que envió el ticket al correo con los datos de la operación me indican que no existe, qué no la reconocen",2020-09-10,08:21:00,n,rec_reiterado
20200909,Fernando Grande FG,0,"citibanamex le he escrito varías veces y nunca me contactan, gracias.",2020-09-10,08:43:00,n,rec_reiterado
20200909,Fernando Grande FG,0,citibanamex 24 de agosto,2020-09-10,09:11:00,o,replica
20200909,Sofía Dávila,0,mismo caso que fernando y no puedo comunicarme con ustedes,2020-09-10,10:56:00,n,rec_reiterado
20200909,Luis Soto,0,"la misma me pasó.! y me comunico al número que viene en el ticket y nada, fui a la sucursal y nada.! ya entonces para no perder mi tiempo ya se que le paso a mi dinero",2020-09-10,12:29:00,n,carrousel
20200909,Sharon Valdes,0,fernando grande fg x2,2020-09-10,13:30:00,o,replica
20200909,Jess Orozco,0,"mismo caso y ni siquiera pudieron contestarme para generar mi aclaración , y en esa cuenta de correo básicamente te dice que te comuniques vía telefónica",2020-09-10,14:12:00,n,carrousel
20200909,Sharon Valdes,0,a mi solo me reembolsaron 200 de 1000 que se tragó el cajero,2020-09-10,14:21:00,n,falla_atm
20200909,Paula Ortiz,0,"fernando grande fg te invito a que te unas, aquí entre todos nos ayudamos a aclarar dudas. https://www.facebook.com/groups/270610397589909/",2020-09-10,15:29:00,o,replica
20200909,Araceli García,0,"los que pagamos la totalidad del saldo, nos quitaron el beneficio de bonificación de la anualidad. se pasaron de abusivos",2020-09-09,17:08:00,n,no_beneficio
20200909,Jonathan Pichardo,0,solo estás pagando tus consumos,2020-09-09,17:09:00,o,replica
20200909,Eldanyboy Dany,0,"citibanamex es cierto yo tuve una oro y una platinum, este año con la contingencia fue imposible pagar anualidad.",2020-09-09,17:48:00,o,replica
20200909,Gloria Juarez,0,buena noche tgo 2 tarjetas la oro y clásica y prestamos personal tgo ya se acabó convenio x la pandemia d 4 meses ya m están perdiendo el paga y no tgo trabajo,2020-09-09,20:45:00,o,consulta
20200909,Ricardo Muñoz,0,necesito programar una cita para acudir a un banco para una corrección de datos en estado de cuenta,2020-09-10,14:37:00,o,consulta
20200909,Raymundo Jimenez,0,a dónde me inscribo para diferir mi anualidad?,2020-09-09,21:23:00,o,consulta
20200909,Raymundo Jimenez,0,"eso no fue lo que dijo el señor perdomo, dijo que con los puntos o inscribirse pero bueno gracias por la atención.",2020-09-09,21:39:00,o,replica
20200909,Raymundo Jimenez,0,otra duda como me doy cuenta si me realizó mi bonificación del 10% durante el buen fin? ya que al parecer no se me aplicó.,2020-09-09,21:43:00,o,consulta
20200909,Raymundo Jimenez,0,"sobre la bonificación a un no hecho reclamo alguno ya que derrepente tardan mucho en contestar, pero se hizo la compra para aprovechar el beneficio en tiempo y forma.",2020-09-09,21:49:00,o,replica
20200909,Raymundo Jimenez,0,a una compra que se realizó el 17 de noviembre del 2019 y otra del 29 de diciembre del 2019. en los dos casos estaba la promoción de bonicacion del 10% a meses sin intereses solo se refleja el 10%que me hace mi empresa.,2020-09-10,14:01:00,o,replica
20200909,Raymundo Jimenez,0,"no, ya que creí que en cualquier momento se vería reflejado o tal vez a liquidar la cuenta se reflejaría",2020-09-10,14:17:00,o,replica
20200909,Raul Padron Jimenez,0,presente,2020-09-10,14:09:00,p,saludo
20200909,Ricardo Nava,0,listo aquí,2020-09-10,13:54:00,p,saludo
20200909,Mauro CL,0,"jajaja, no sea mentiroso, sus puntos que dan de recompensa son una miseria y ni de chiste juntas la anualidad.",2020-09-09,17:22:00,n,critica
20200909,Mía Moedano,0,yo si he juntado para mi anualidad,2020-09-09,17:23:00,o,replica
20200909,Mauro CL,0,mía moedano pero como de cuánto es tu gasto mensual? si no es impertinencia...,2020-09-10,13:51:00,o,replica
20200909,Sony Silva,0,puros intereses cuando pagas el mínimo,2020-09-10,13:27:00,o,replica
20200909,Sony Silva,0,"citibanamex traigo pendiente un reembolso porque compré unos boletos para panteón rococo y no me contestan, obvio pague con banamex y se canceló el concierto",2020-09-10,13:38:00,n,devolucion
20200909,Sony Silva,0,citibanamex tiketmaster banamex,2020-09-10,13:42:00,o,replica
20200909,Sony Silva,0,tengo mis datos de referencia,2020-09-10,13:44:00,o,replica
20200909,Sony Silva,0,y los pague a meses,2020-09-10,13:44:00,o,replica
20200909,Sony Silva,0,pero se canceló por pandemia y quiero mi reembolso,2020-09-10,13:44:00,o,replica
20200909,Sony Silva,0,no te dan lo que ofrecen en puntos dicen el 10% y no te dan eso,2020-09-10,13:25:00,n,no_beneficio
20200909,Sony Silva,0,se paga la deuda pero siempre y cuando los familiares hagan el trámite porque luego te salen que solo tienes 90 días para presentar él acta de defunción y llenar formatos,2020-09-10,13:23:00,o,replica
20200909,Sony Silva,0,nunca pregúntanos por esas tasas de interés hasta que se te llega a pasar y luego ves cuánto están cobrando,2020-09-10,13:21:00,o,replica
20200909,Mary Flores,0,hice una compra en costco y la promoción era regresaban el 10% y no me han regresaron nada. y ha sido imposible comunicarme con ustedes,2020-09-09,17:14:00,n,devolucion
20200909,Mary Flores,0,"ni recuerdo el número de veces que he marcado sin tener respuesta, lo único que citibamex tiene que hacer es cumplir con lo que ofrece",2020-09-10,09:02:00,n,atencion_call
20200909,Marissa Prado,0,mary flores #banamex,2020-09-10,09:34:00,o,replica
20200909,Marissa Prado,0,mary flores #citibanamex #citibanamexnocumple #citibanamexnocontesta,2020-09-10,09:36:00,n,critica
20200909,Sony Silva,0,"presenta tu queja en condusef vas a ver cómo contestan por escrito, no te dejes.",2020-09-10,13:19:00,o,replica
20200909,Sony Silva,0,la anualidad debería ser reembolsada como antes,2020-09-10,13:12:00,o,sugerencia
20200909,Mike Barrera,0,necesito ayuda con mi nómina que tengo con ustedes.,2020-09-10,11:31:00,o,consulta
20200909,Mike Barrera,0,citibanamex tengo dudas sobre mi nómina con ustedes. algún número dónde me respondan para ayudarme con ese problema.,2020-09-10,12:05:00,o,consulta
20200909,Mike Barrera,0,"citibanamex necesito saber si mi cuenta perfiles pueden realizarme mis pagos de nómina y si se me cobrará alguna comisión o es necesario sacar otra tarjeta y si es así, quiero saber los servicios y todo lo que ofrece.",2020-09-10,12:51:00,o,consulta
20200909,Charly Braw,0,porque no contestan las llamadas ya también asen fraudes en banamex,2020-09-10,12:12:00,n,atencion_call
20200909,Charly Braw,0,si 5565182326,2020-09-10,12:42:00,o,replica
20200909,Charly Braw,0,ya voy para un mes ya asta me da pena ir a ventanilla me disen lo mismo que les llame,2020-09-10,12:43:00,n,carrousel
20200909,Charly Braw,0,quiero una solución por favor,2020-09-10,12:43:00,o,replica
20200909,Carlos Nuncio Gallegos,0,no sirve este banco vende puras mentiras un pésimo servicio deplorable atención,2020-09-10,12:53:00,n,critica
20200909,Aurora Cam,0,así es gera.,2020-09-10,12:46:00,o,replica
20200909,Carrie Mai,0,"estoy marque y marque y cuelgan, se escudan con lo de la contingencia. vas al banco y te dicen que no pueden ayudarte, marcas y es lo mismo.",2020-09-10,10:33:00,n,atencion_call
20200909,Carrie Mai,0,"citibanamex ya marqué y nunca responden. gracias, mi dinero tirado al caño.",2020-09-10,11:04:00,n,atencion_call
20200909,Carrie Mai,0,"llevo una hora marcando y nada :/ y la gerente de la sucursal se deslindó de todo, ni atender sabe, contratan a puros incompetentes.",2020-09-10,11:08:00,n,atencion_call
20200909,Sanches Sanches,0,es malo el sevicio,2020-09-10,11:49:00,n,critica
20200909,Karensitha Aolivares,0,buenos días disculpe yo lo tengo ni tengo tarjeta con ustedes y me están moleste y moleste k debo en cuanto no tengo nada con ustedes,2020-09-10,11:02:00,n,no_desea
20200909,Sid Cortazar Montiel,0,"pues el servicio actualmente está pésimo en mi ciudad, tardan mucho en hacer los trámites, filas enormes de hasta dos cuadras y eso que hay varios bancos , yo solo quiero un estado de cuenta",2020-09-09,18:23:00,n,mala_atencion
20200909,Sid Cortazar Montiel,0,citibanamex no tengo netkey ya se me perdió y no lo encuentro,2020-09-09,23:38:00,o,consulta
20200909,Sid Cortazar Montiel,0,"citibanamex entonces debo llamar primero, es que ya estoy en sucursal y repito hay filas para servicio a clientes y son largas porque solo hay una sola persona",2020-09-10,10:01:00,n,mala_atencion
20200909,Sofía Dávila,0,"cuando un usuario se comunica a su linea de atención a clientes, no cuelgan la llamada porfavor",2020-09-10,10:51:00,n,atencion_call
20200909,Eva Canales,0,para hacer válidos los puntos es pagar con la tarjeta de puntos?,2020-09-10,09:48:00,o,consulta
20200909,Concepcion Sánchez Valle,0,cuando van a reabrir las sucursales?,2020-09-09,17:12:00,o,consulta
20200909,Concepcion Sánchez Valle,0,"si gracias, tengo una duda, quiero pagar infonavit por banca et, pero a la hora que doy de alta el servicio en banca et, no me pide el no. de contrato solo generaliza",2020-09-10,09:11:00,o,consulta
20200909,Concepcion Sánchez Valle,0,entonces tengo duda para realizar el pago... gracias,2020-09-10,09:12:00,o,replica
20200909,Concepcion Sánchez Valle,0,gracias por la informacion,2020-09-10,09:40:00,p,agradecimiento
20200909,Araceli Silva,0,"ya tengo generados mis folios para la promoción de meses sin intereses, pero mis compras no las parcializaron y me están cobrando el monto total",2020-09-10,09:12:00,n,cobro_indebido
20200909,Carlos Syntek,0,citi banamex es una! los mismos trabajadores son los que clonan las tarjetas y sacan extensiones de ellas!,2020-09-10,08:34:00,n,critica
20200909,Ulises Urdapilleta,0,"qué risa sus comentarios, ¿entienden que no es buzón de quejas o sugerencias?",2020-09-09,17:04:00,o,replica
20200909,Daniela González,0,ulises urdapilleta es q no hay donde nos hagan caso jaja,2020-09-10,08:59:00,o,replica
20200909,Daniela González,0,me están cobrando más de lo que debo en este mes. no hay nadie que ayude ni resuelva por teléfono su contestadora es una basura. el peor banco.,2020-09-10,08:59:00,n,cobro_indebido
20200909,Avila Cynthia,0,mi esposo quiso solicitar un prestamo personal y le diejeron que no havia solo por invitacion y no le quisieron hacer su tramite y es cliente tiene tc y su nomina como le puede hacer,2020-09-09,17:32:00,o,consulta
20200909,Mar Cg,0,yo igual y sigo sin respuesta alguna,2020-09-09,22:58:00,n,critica
20200909,Mar Cg,0,hace un mes y apenas está semanas,2020-09-10,08:33:00,o,replica
20200909,Georgina Carranco Barbosa,0,si tengo saldo a favor y quiero liquidar una compra de 3 que tengo como es el procedimiento,2020-09-09,17:28:00,o,consulta
20200909,Georgina Carranco Barbosa,0,"citibanamex si hice depósito por error, y quiero liquidar una compra a meses sin intereses con ese saldo cómo solicito liquidar esa compra usando el saldo a favor",2020-09-09,17:47:00,o,consulta
20200909,Georgina Carranco Barbosa,0,citibanamex gracias banamex,2020-09-09,20:05:00,p,agradecimiento
20200909,Cynthia Rodriguez,0,"en matamoros formada desde hace rato para que nos atienden a las 9 am, ridículamente hay que hacer fila y exponerse al covid.....solo 2 sucursales abiertas...me enferma esto",2020-09-10,05:27:00,n,no_sucursales
20200909,Natalia Murillo,0,"citibanamex para la pregunta que hace georgina carranco barbosa, su respuesta es falsa.se supone que si queremos liquidar las parcialidades a meses sin intereses, un ejecutivo nos debe atender en el call center y ellos pueden desparcializar los meses sin intereses y nos dan un número de folio que respalda la cancelación de la deuda.lo que pasa, es que no hay ejecutivos en call center para esos asuntos, que por lo de la pandemia. pero si hay ejecutivos para vender y cobrar; para eso no les afecta lo de la pandemia. ¿que casualidad, no?",2020-09-10,08:40:00,n,carrousel
20200909,Yolis Lili Lopez,0,no entiendo x k no contestan sus tel.... como para ofrecer tarjetas si hablan,2020-09-09,19:53:00,n,atencion_call
20200909,Yolis Lili Lopez,0,citibanamex . mis estados d cuenta es un desorden no llega realmente lo que es yo estoy pagando lo que corresponde ojala no me den una mala sorpresa aca en dgo solo estan 2 bancos en servicio y horas pra el servicio y. solo con ficha,2020-09-10,08:34:00,o,consulta
20200909,Nancy Machain,0,definitivo con ustedes no se pude dejen de pagar comerciales y póngase a trabajar y a resolver el problema de las tj,2020-09-09,18:28:00,n,rec_reiterado
20200909,Nancy Machain,0,si desde abril clonaron mi tarjeta y ustedes sacaron el dinero de mi otra cuenta para saldarlo y sigo esperando que lo resuelvan,2020-09-09,18:47:00,n,cobro_indebido
20200909,Nancy Machain,0,sacaron ustedes el dinero de mi cuenta perfiles y pagaron la tj clásica siendo que ustedes me mandaron un correo y me hablaron diciéndome que clonaron la tj y que no se me cobraría eso,2020-09-10,08:16:00,n,cobro_indebido
